chrom,window number,relative entropy
1,242,3.987163457924205
1,243,4.030301617128767
1,244,4.089490528441797
1,245,3.8864766036102854
1,246,4.240180237668789
1,247,4.832229203974665
1,248,4.6036163674351736
1,249,4.846071578937551
1,250,4.73151492055987
1,251,3.742394378155034
1,252,4.146924653833752
1,253,4.0718832663357745
1,254,3.8176954197559225
1,255,3.8717694652688115
1,256,1.7939875887227106
1,257,1.2531027261999645
1,258,1.075580892599678
1,259,2.0515227215307505
1,260,2.097908951612811
1,261,2.7001913524966996
1,262,2.3940615329322177
1,263,3.6551363105405246
1,264,1.7672219729370564
1,265,2.356356751954873
1,266,2.685175092342105
1,267,1.862967880814656
1,268,3.23667903931218
1,269,3.150369537457339
1,270,3.6083098525852084
1,271,4.122931556919511
1,272,4.06375244921374
1,273,4.095548837578477
1,274,4.022222179645966
1,275,4.847304267643654
1,276,4.6320478699497665
1,277,3.5784063972614164
1,278,3.660474474074085
1,279,3.6782159128940903
1,280,3.833726369315847
1,281,4.266477105734003
1,282,4.100394944513777
1,283,3.7067243465062685
1,284,4.105772410156351
1,285,3.8491070201900643
1,286,3.852325094299972
1,287,3.8918044864207006
1,288,3.5913299438546478
1,289,3.7197392361101604
1,290,4.002645481013555
1,291,4.185889919493263
1,292,4.063648469676858
1,293,3.8966477199486693
1,294,4.218100492472721
1,295,3.9828090487024386
1,296,4.1720292701849075
1,297,3.9215504939885375
1,298,3.7681848572437673
1,299,4.095194671489966
1,300,3.8796723261425243
1,301,5.17723581589553
1,302,4.059620951673904
1,303,4.12081372995537
1,304,3.8763946246669607
1,305,3.859345049176933
1,306,3.8033932695956443
1,307,4.155071879567546
1,308,4.136554627059299
1,309,4.172464237948872
1,310,3.4139389243932303
1,311,4.016938339169506
1,312,4.236420228108579
1,313,4.585334748083307
1,314,5.005549810570885
1,315,4.44668091508229
1,316,3.89530032652567
1,317,3.5902162229064434
1,318,4.3764004145871755
1,319,4.9027983696851285
1,320,3.896968287680406
1,321,3.666478838083922
1,322,3.88882746039753
1,323,3.9125795010877895
1,324,4.21296845420812
1,325,4.455658966782615
1,326,4.694190780140854
1,327,4.2019522810518595
1,328,4.678659573350318
1,329,4.365415583756994
1,330,1.764255305611379
1,331,2.8652931522052634
1,332,1.8895943121769718
1,333,1.5679415956505844
1,334,2.2312246891315515
1,335,2.3282065336927964
1,336,3.696897221596017
1,337,4.378024083046653
1,338,2.7747576346817864
1,339,3.1010978648547844
1,340,4.136139832354821
1,341,3.928165991403867
1,342,4.0595645244867455
1,343,3.7111338121191895
1,344,3.624151095809808
1,345,3.702019687924533
1,346,4.0036469682033236
1,347,3.908555944491111
1,348,3.4610019243393517
1,349,4.496071060853773
1,350,2.7212759181881383
1,351,3.8608278197469983
1,352,3.6631020750378345
1,353,4.146479790835868
1,354,3.8209156784346603
1,355,3.9140793907921494
1,356,3.8577983373372056
1,357,3.802863600399136
1,358,3.9620273041871505
1,359,3.9605952263027144
1,360,4.101567166131051
1,361,3.857420519138957
1,362,3.855144062387705
1,363,4.375710794486394
1,364,3.8626151595641973
1,365,4.0780763087018626
1,366,3.952235294885339
1,367,4.188410629663796
1,368,3.81678087066506
1,369,3.8612602753973366
1,370,3.990879660081673
1,371,4.0257856004930375
1,372,3.6591428677381486
1,373,3.045561667718508
1,374,4.081717996643902
1,375,4.1928207193375275
1,376,3.9290956063897795
1,377,3.673774296848384
1,378,4.3319482230851
1,379,4.46178139172592
1,380,4.22435455657631
1,381,3.6367923566933644
1,382,4.075356383764042
1,383,4.790415905791568
1,384,5.185826554245209
1,385,4.9237827780940515
1,386,3.752980485680243
1,387,4.133455676074985
1,388,4.369383778518059
1,389,4.290216181305121
1,390,4.345237133521168
1,391,3.5671710680329975
1,392,3.908338774553577
1,393,4.639289546864281
1,394,4.266435254373285
1,395,4.164539311141771
1,396,3.7163498306407488
1,397,3.967372648058063
1,398,4.643741980901719
1,399,4.674511034009071
1,400,4.083990054352144
1,401,2.969565247901981
1,402,3.6281842164813867
1,403,3.8282475439873322
1,404,4.339125414709478
1,405,4.327506977337833
1,406,3.823984986339484
1,407,4.043222025187303
1,408,4.127183711814986
1,409,3.9828141155748935
1,410,4.204160377876404
1,411,4.24162433289671
1,412,3.9635677861010787
1,413,4.170909546391797
1,414,4.102655174962888
1,415,4.836599141911108
1,416,4.528526661867301
1,417,4.3169856500621036
1,418,4.604285881637019
1,419,5.057866179056666
1,420,5.179409339158115
1,421,4.841202273279723
1,422,5.017995627349162
1,423,4.905474183157282
1,424,4.400577433832955
1,425,3.5558626973632226
1,426,4.262562435842501
1,427,4.050297517345899
1,428,3.45418268917884
1,429,2.227533338752412
1,430,1.8765081709410307
1,431,4.4030717097054834
1,432,4.192855799027613
1,433,4.506775257285283
1,434,4.364367876334227
1,435,4.900496950672508
1,436,4.045922024341181
1,437,4.619582930965135
1,438,4.474487624601108
1,439,3.95610793384851
1,440,3.0488467125630825
1,441,3.6342004420259566
1,442,4.309498731758706
1,443,4.962705168209081
1,444,3.8703342321785
1,445,3.7502707979104146
1,446,3.815578058919593
1,447,3.730015153236572
1,448,3.7751918184540862
1,449,3.9651958996705767
1,450,4.598732499787092
1,451,4.526111217084138
1,452,3.6003612882942964
1,453,3.895161616660048
1,454,3.683139820951415
1,455,4.388027762454479
1,456,4.469226898438446
1,457,4.360105499338841
1,458,4.168615677210915
1,459,4.5622731686349125
1,460,3.904187215365201
1,461,4.384012793024505
1,462,4.679473559986104
1,463,4.483182659965387
1,464,4.000326572907966
1,465,3.8277658134776944
1,466,4.4419417640376055
1,467,4.607930080802185
1,468,4.510264599670318
1,469,4.444802023357307
1,470,4.431062064015478
1,471,4.2054892523456635
1,472,4.226917656262754
1,473,3.922017180686453
1,474,3.9702526047988114
1,475,3.8142708857467773
1,476,4.663208964507809
1,477,4.199074698241819
1,478,4.387065617227547
1,479,4.236186688365816
1,480,4.159963061832332
1,481,3.513165184387318
1,482,3.857313574001082
1,483,4.2638946852916675
1,484,3.8538446228886576
1,485,3.9107120395948796
1,486,3.714984816061251
1,487,4.491591675197366
1,488,4.367197511205227
1,489,4.241061711557437
1,490,4.051547238307674
1,491,3.956777472891799
1,492,3.7523471417358376
1,493,4.022545122243462
1,494,4.321553878237521
1,495,3.88429717026232
1,496,4.527954464579825
1,497,5.1406434549168205
1,498,3.737285322675873
1,499,3.9238739860621683
1,500,3.8457379448860434
1,501,4.002845456613281
1,502,3.8042338730703347
1,503,4.161683878322548
1,504,3.9524402580901583
1,505,3.9771551573315715
1,506,3.2286321559598608
1,507,3.5925249708845213
1,508,3.1840915664673886
1,509,3.7812203865234615
1,510,5.048363744008778
1,511,4.035197195608351
1,512,4.180608837154288
1,513,4.576597473616802
1,514,4.134833177789912
1,515,4.271690408322613
1,516,4.157354752606077
1,517,4.550792538791135
1,518,4.144294699025077
1,519,4.078101898078981
1,520,4.4796325027438435
1,521,4.450728200846492
1,522,4.049907804110612
1,523,4.318285029297032
1,524,4.452402267102739
1,525,4.344325494665136
1,526,4.683264282256622
1,527,4.393571178735501
1,528,3.5573667661408055
1,529,4.392339071884237
1,530,4.049153660912289
1,531,3.9964962638038406
1,532,4.381469421390392
1,533,4.466076109483009
1,534,4.4399627508224695
1,535,4.941150366422427
1,536,4.533111441887292
1,537,4.0690419936501145
1,538,4.29653459626963
1,539,4.0641645127209465
1,540,4.238630523130009
1,541,3.7096310942159403
1,542,3.7192574306426134
1,543,4.895622195515624
1,544,3.0861394017339667
1,545,3.431408881765897
1,546,4.776697900568025
1,547,4.266507643803875
1,548,4.784446067464935
1,549,5.284436348677592
1,550,4.024114070908985
1,551,4.581480211110715
1,552,5.146419779687754
1,553,4.452362455893505
1,554,4.123529027836865
1,555,4.377885530908282
1,556,4.369001188819996
1,557,4.625023139460976
1,558,4.151926019093212
1,559,3.753642448471018
1,560,4.822451992868481
1,561,5.288566918114462
1,562,4.779758820396954
1,563,3.678268944191649
1,564,4.057930804265604
1,565,4.046682252211767
1,566,3.931759009096057
1,567,3.521187318042753
1,568,3.795092485066946
1,569,4.66926381902761
1,570,4.46541485150739
1,571,3.8283908555677906
1,572,3.803641780751811
1,573,2.9992036344148767
1,574,3.4517614534402425
1,575,4.440003113633405
1,576,3.7536657193697542
1,577,5.75363623653574
1,578,3.9020049802970647
1,579,4.581242366432682
1,580,4.624569941118918
1,581,4.719951119216534
1,582,5.351999263561263
1,583,4.271694214640221
1,584,4.718283039250849
1,585,4.292204965748322
1,586,4.7968706702214625
1,587,4.474399791371971
1,588,3.8435852515479474
1,589,3.866820655854697
1,590,3.960566304414708
1,591,2.8190954653681213
1,592,1.987183995733257
1,593,3.8758407756003876
1,594,3.1987662836956123
1,595,3.323106250050153
1,596,4.166419126331976
1,597,3.1666054617562236
1,598,4.039483258791988
1,599,3.8295529571546543
1,600,3.600292745701884
1,601,3.8789013133111503
1,602,3.7065899758034013
1,603,3.849950617102667
1,604,3.848369983794218
1,605,3.9676317133028602
1,606,3.3199523309602808
1,607,3.7002910333733445
1,608,4.098410164174025
1,609,3.9939271629428577
1,610,3.3513593356588176
1,611,3.730532149611535
1,612,3.8334759252323294
1,613,3.7696877366861843
1,614,3.735480321645932
1,615,3.990052340666532
1,616,3.6950501731176293
1,617,4.268173696438949
1,618,3.8769180465271886
1,619,4.255159974104373
1,620,4.927427234134573
1,621,4.432064301705867
1,622,1.6310249927339575
1,623,3.3357925024748796
1,624,3.631235720597196
1,625,4.391560533075207
1,626,4.539578583785766
1,627,4.415241663279254
1,628,3.876599232738613
1,629,3.8448818184480986
1,630,3.850278778454553
1,631,3.289451993317466
1,632,3.950353016351492
1,633,4.3618230205552955
1,634,4.8031774455325165
1,635,5.0038582807410945
1,636,4.967034026298551
1,637,3.806779181245277
1,638,3.455762932217981
1,639,4.553204145412327
1,640,3.599772131212207
1,641,4.803457924361493
1,642,4.137158929490751
1,643,4.611887069225588
1,644,5.153018223499884
1,645,4.811898946194068
1,646,4.042117889188836
1,647,4.487054323288812
1,648,4.794683407420797
1,649,4.085724901511585
1,650,4.495225189405167
1,651,3.6051167245188642
1,652,4.15035286573667
1,653,4.130392430500971
1,654,4.289670701629211
1,655,4.162659626437076
1,656,4.581596408257014
1,657,4.069562643776359
1,658,5.098430492830182
1,659,4.302635685771719
1,660,4.269877101086809
1,661,4.33866506347852
1,662,4.259567271732011
1,663,4.311423800787075
1,664,4.197507313860408
1,665,4.1213726334539045
1,666,4.817529490530911
1,667,4.7328317230066475
1,668,4.673508087256709
1,669,4.119321384745499
1,670,4.756366899933631
1,671,4.341371485116349
1,672,4.585218125808247
1,673,4.5181367992516765
1,674,4.465438317869606
1,675,4.419243297996272
1,676,4.1532209981895845
1,677,4.547633088461951
1,678,4.487757443111082
1,679,4.536427537194343
1,680,4.292440294915074
1,681,4.148053181941886
1,682,4.641372033092507
1,683,4.192860072443668
1,684,4.531721607954342
1,685,4.079250423065813
1,686,4.158292680578904
1,687,4.033066716338688
1,688,4.278793022822915
1,689,4.2415625648775475
1,690,4.131167349113857
1,691,3.9171698284185528
1,692,4.172230036285144
1,693,3.9907494848937017
1,694,4.17681575035327
1,695,3.9755623881360918
1,696,4.157463597319722
1,697,4.618433026982284
1,698,4.645648914552715
1,699,4.742994692325881
1,700,4.639233745910981
1,701,4.428488417940503
1,702,4.227881705663158
1,703,4.240161900674612
1,704,4.2292081639932375
1,705,3.696875179293792
1,706,3.7460940969343124
1,707,4.063703407140027
1,708,4.679003135386583
1,709,4.229306718003296
1,710,4.987833287583286
1,711,5.1356172735860035
1,712,4.787718838734925
1,713,4.630942623340435
1,714,3.9673862228992443
1,715,4.610821091058323
1,716,4.446018659386474
1,717,4.3051741701933866
1,718,4.539349302246329
1,719,4.699987727524504
1,720,4.296629160012992
1,721,4.392465460889065
1,722,4.805985236451706
1,723,4.339903312846039
1,724,4.522135685831378
1,725,3.8862544280281464
1,726,4.744711703481399
1,727,4.8495925690400465
1,728,4.276187050585135
1,729,4.820337624846913
1,730,4.170608372758993
1,731,3.3764606980617065
1,732,4.210928915045272
1,733,4.327231877971832
1,734,4.16072821174971
1,735,3.9487582853073286
1,736,3.8463154438719385
1,737,4.504296318463748
1,738,4.4807255658610075
1,739,4.382552252054154
1,740,4.188234226775906
1,741,4.604912852807776
1,742,4.313050758883843
1,743,4.159844571376468
1,744,4.421016424176924
1,745,4.16431334797874
1,746,4.257676335663481
1,747,4.172076679821154
1,748,4.390299913021983
1,749,4.153320224395523
1,750,4.6889093841050045
1,751,3.668328505503077
1,752,4.792449813483782
1,753,4.449925793107984
1,754,4.242413032925695
1,755,4.305134143741937
1,756,4.070796000102282
1,757,4.924086195340669
1,758,4.902916572682363
1,759,4.524862847419935
1,760,4.353048201630875
1,761,4.676448787710487
1,762,4.662755160103023
1,763,4.7552802745707465
1,764,4.170223436150538
1,765,4.109491062539289
1,766,4.157413038178325
1,767,4.393003840728899
1,768,4.308043416302525
1,769,4.247495900718693
1,770,4.477205441187766
1,771,3.997646664324062
1,772,4.347169022138278
1,773,4.036433966732574
1,774,4.6154012704485705
1,775,4.570164326907411
1,776,4.405346603411637
1,777,4.421844385306532
1,778,3.8447290682487805
1,779,3.751721239059738
1,780,3.4793339004321067
1,781,4.26384860339838
1,782,4.0085596753927275
1,783,5.022438756103828
1,784,4.84544694759507
1,785,4.542336657271029
1,786,5.532798439012991
1,787,5.026497481499232
1,788,5.56260687949208
1,789,5.455703449824869
1,790,4.81076518130452
1,791,3.057722139115366
1,792,4.586261850311952
1,793,4.0556514617541675
1,794,4.920090275590294
1,795,3.981447592262259
1,796,3.476705884315279
1,797,4.5484739896675626
1,798,4.882690430421468
1,799,4.004340013746371
1,800,4.3449166936410135
1,801,4.202759390019534
1,802,4.550753433566351
1,803,3.6077005247843075
1,804,4.469149771355304
1,805,4.599131028706015
1,806,4.581612424511648
1,807,4.416509967597985
1,808,5.208475990756421
1,809,4.267345859869886
1,810,4.393784109300734
1,811,4.379301315775998
1,812,4.217213735827561
1,813,4.57050784520853
1,814,4.5294294826164885
1,815,5.096279465434644
1,816,4.878536519429816
1,817,4.582252016080835
1,818,3.8821059254551407
1,819,3.793327614512112
1,820,3.945048559993863
1,821,4.792357814252686
1,822,4.250896482935131
1,823,4.358445260882539
1,824,4.512071882155814
1,825,4.40865997129447
1,826,4.464581534516276
1,827,4.0385929642924285
1,828,4.715849908931074
1,829,4.208657183125892
1,830,4.098776059226706
1,831,4.047071852481395
1,832,4.884742746108599
1,833,4.426641729777512
1,834,4.52037344495495
1,835,4.130252464957518
1,836,4.311881358150566
1,837,4.74805615064322
1,838,4.622803918156246
1,839,4.207959153069462
1,840,4.562218777853021
1,841,4.710250250178729
1,842,4.385110391800935
1,843,3.8185104367408114
1,844,4.051759692597782
1,845,4.711084603564253
1,846,4.085143286157988
1,847,4.5781821358441395
1,848,4.374357511065315
1,849,4.708052353313734
1,850,4.130113556303646
1,851,4.458857886647404
1,852,4.14570689767816
1,853,4.41503054109418
1,854,4.963154546493379
1,855,4.709805702470681
1,856,4.649570743741136
1,857,4.188944629237501
1,858,3.572647120326598
1,859,4.368118173206839
1,860,4.180510247985296
1,861,3.9649511156978297
1,862,3.941611371714305
1,863,4.500909265401478
1,864,4.214521699608007
1,865,4.784323982572357
1,866,4.765440621955133
1,867,4.905438197361543
1,868,5.106727110708282
1,869,5.45475050990934
1,870,4.079433921884492
1,871,4.832426831118651
1,872,4.7219881714117395
1,873,3.3197873950781176
1,874,4.939365231777623
1,875,3.9956943379523024
1,876,4.151892051379529
1,877,4.708942816605689
1,878,4.003249832249892
1,879,4.6866025681464105
1,880,5.534330916585401
1,881,4.559984510011201
1,882,3.5899066287406995
1,883,2.841023312464439
1,884,3.7364693924657097
1,885,5.042950481556823
1,886,5.05363841716661
1,887,5.19158836896992
1,888,4.650186416281826
1,889,4.797441925358334
1,890,4.055479462223954
1,891,4.841142172293257
1,892,4.507772886906102
1,893,5.304959619624292
1,894,4.640177948460639
1,895,3.82292795740807
1,896,4.539704081048575
1,897,4.948504849488672
1,898,4.684608163148261
1,899,4.495250441988585
1,900,4.308459646552827
1,901,5.1443183847414415
1,902,4.341676995203896
1,903,4.45089464970841
1,904,4.067341019267323
1,905,4.300499453317977
1,906,3.5341307806697695
1,907,4.97289840918719
1,908,4.611588053659822
1,909,4.045143393552154
1,910,4.212555379678069
1,911,4.587440369210986
1,912,4.019513704457634
1,913,4.837651294529762
1,914,4.484833468403273
1,915,4.303707626297743
1,916,3.6268570353772502
1,917,4.800825748166417
1,918,4.528891130058968
1,919,4.368442444244415
1,920,4.630762823281705
1,921,5.1970082047968065
1,922,4.530836020387911
1,923,4.461400090530648
1,924,5.0048004030794715
1,925,3.772108487765237
1,926,4.71025655516049
1,927,4.1564949497661585
1,928,3.6530607635951586
1,929,4.314911797757233
1,930,4.825641391996796
1,931,4.452416229387092
1,932,4.605897971420137
1,933,4.810104838869479
1,934,5.080174656089079
1,935,4.788016048638193
1,936,4.558121980756441
1,937,4.355888554023653
1,938,3.099400889489226
1,939,3.894036985388201
1,940,4.284314598824343
1,941,4.490804041856008
1,942,4.556693174635823
1,943,4.223385388893557
1,944,4.572064393746105
1,945,4.595071654930074
1,946,4.524401077497556
1,947,4.4022884566555565
1,948,4.6815796624660795
1,949,4.944802620749819
1,950,4.233936995663408
1,951,4.152621666765464
1,952,4.245901712265933
1,953,3.979967022245258
1,954,4.393262666523361
1,955,4.201391826588696
1,956,4.13556880016285
1,957,4.382190081830924
1,958,4.356853778152284
1,959,4.440786965157346
1,960,4.466101246946469
1,961,4.441419581430231
1,962,4.915868110691049
1,963,4.817806029459375
1,964,4.363042667496852
1,965,4.540511814031748
1,966,5.217927096547102
1,967,4.418515822228444
1,968,4.4911752387238915
1,969,3.731627349033562
1,970,4.495036588992369
1,971,4.402185893269687
1,972,4.289951888915671
1,973,4.573948434261738
1,974,4.4769882233695935
1,975,4.613282283126287
1,976,5.006636274975259
1,977,4.618215110362687
1,978,4.5056253542467655
1,979,4.337740373908168
1,980,4.56502927243625
1,981,4.807237121588728
1,982,5.071050055543424
1,983,4.449668611503347
1,984,4.963299915485077
1,985,4.98866927141511
1,986,4.598228346982573
1,987,5.0316265825843
1,988,4.782633690031899
1,989,5.015241673111561
1,990,4.7387491156293695
1,991,4.794385278379599
1,992,5.307906075189513
1,993,5.049642528797111
1,994,5.000029681214986
1,995,4.74262058605686
1,996,4.400067932540012
1,997,4.786253756061733
1,998,4.4421137149080385
1,999,4.91305254180232
1,1000,4.620893930537469
1,1001,5.18463412982809
1,1002,4.50197479110185
1,1003,5.571264925191322
1,1004,4.952226600814711
1,1005,4.633983666973039
1,1006,5.014889744162941
1,1007,4.039610967813657
1,1008,4.454455633710072
1,1009,4.824778382711894
1,1010,4.9818364141023626
1,1011,4.571329347723381
1,1012,4.507031714567472
1,1013,4.508914408993776
1,1014,5.154677711248452
1,1015,4.92449956299435
1,1016,4.2207874294189365
1,1017,4.829391366469476
1,1018,4.785329025615057
1,1019,4.675572941618616
1,1020,5.023329102675906
1,1021,4.627432464790973
1,1022,4.7822921257150535
1,1023,4.218614328392393
1,1024,3.587421260954452
1,1025,4.033552087235848
1,1026,4.4853343136390675
1,1027,4.547405749593201
1,1028,4.9847722181279135
1,1029,4.854145866271367
1,1030,4.550006688753507
1,1031,4.330598090079114
1,1032,4.079501379096411
1,1033,4.668680435672861
1,1034,4.4447916029228285
1,1035,4.893894957981181
1,1036,4.892525362225124
1,1037,4.258280728382342
1,1038,3.9992926695410316
1,1039,4.526017308386661
1,1040,4.114474389266565
1,1041,4.099472328533975
1,1042,4.3173522655880845
1,1043,4.425828302519079
1,1044,4.133495453444495
1,1045,4.587458362204285
1,1046,4.876680067037996
1,1047,4.464491085978817
1,1048,4.561343354947112
1,1049,4.579503750055254
1,1050,4.610113994277593
1,1051,4.1510365078176275
1,1052,4.494154269673465
1,1053,4.112208552491161
1,1054,4.111533473817457
1,1055,3.6702797864266845
1,1056,3.8392131282744986
1,1057,4.137787118392756
1,1058,4.0165799724963565
1,1059,3.9560793373159577
1,1060,3.9650387442964594
1,1061,4.497807780798253
1,1062,4.128165379055391
1,1063,3.7304631241543533
1,1064,4.381856154694755
1,1065,4.966587257045916
1,1066,5.11781051443801
1,1067,4.281190019877744
1,1068,4.227245922028247
1,1069,3.545878053890427
1,1070,4.584104620251037
1,1071,4.063661696955979
1,1072,4.433311935260418
1,1073,4.160884657968179
1,1074,4.384092152069194
1,1075,4.370498151755636
1,1076,4.456335513609408
1,1077,4.548878090176846
1,1078,4.530802149369301
1,1079,4.204743403378121
1,1080,4.655455861708825
1,1081,4.311262302138423
1,1082,4.864176768894629
1,1083,4.109608304336585
1,1084,4.221442606767634
1,1085,4.71119332407448
1,1086,4.597520948868196
1,1087,4.504029711066801
1,1088,4.387015541014629
1,1089,4.496423400892364
1,1090,4.557059194107965
1,1091,4.042009852951539
1,1092,3.8263090760340885
1,1093,4.098042139645213
1,1094,4.310888031726914
1,1095,4.304947511634762
1,1096,4.474434535418237
1,1097,4.138760827944633
1,1098,4.2678256674151065
1,1099,3.8754495142917476
1,1100,4.129775662734714
1,1101,3.8368139192750306
1,1102,4.778309974848005
1,1103,5.204006259827501
1,1104,4.987717743026544
1,1105,4.545895927539172
1,1106,3.856389294545317
1,1107,3.866608268485948
1,1108,4.231334353325627
1,1109,4.21980782898868
1,1110,4.070306219824869
1,1111,4.016901991356908
1,1112,4.137733125352542
1,1113,4.37977734284366
1,1114,3.544272757331213
1,1115,4.1963073635259756
1,1116,3.853152133209851
1,1117,4.123183451209557
1,1118,4.391635498845251
1,1119,4.223459746105702
1,1120,4.429770531652233
1,1121,4.0862190795777975
1,1122,4.043160065983386
1,1123,3.918857712664212
1,1124,4.339018770837676
1,1125,3.2731850053938922
1,1126,4.344970572014584
1,1127,4.204148484345194
1,1128,4.330393350729796
